Title,Period,Country,Latitude ,Longitude,World Bank Region,Classification,Description,Works per Country
Woman's Silk Robe,18th Century,Null,,,Null,Garment,"This rare private, rather than court, surcoat displays flowers of all seasons arranged with elegant simplicity. Included among the 25 symbolic flowers are peonies, plum blossoms, magnolias, and chrysanthemums.",
Coat,20th Century,Null,,,Null,Garment,"Coats with a band collar, fastened at the waist, have a Central Asian origin and are known by the Turkish term choga, meaning “long-sleeved garment.” During the mid-1800s, it was fashionable for Indian men of high social status to wear chogas as their outermost layer. The intricate ornamentation in the form of stylized unripe mangoes and flowering plants is the specialty of artisans in Kashmir, where they had access to the fine wool of Himalayan goats. The coats, however, were popular in many regions throughout India.",
Bride's Robe,19th - 20th Century,Null,,,Null,Garment,"This bride's robe is exquisitely embroidered with various symbols of happiness in colorful silk threads. Butterflies stand for marital happiness; the phoenix, numerous offspring; and lotus flowers and white cranes, longevity. Yet, the bridal gown does not attest to the life of luxury. To the contrary, many traces of repairs, trimmings, and patchwork reflect Joseon-period women’s commitment to value aesthetics of frugality and modesty. Substantial repairs and patching reveal that this gown served as an important communal resource to be shared and passed down through several generations. Its collar and sleeves are covered in thick white paper; this paper is replaced with new paper for each bride, while the robe itself was reused for decades.",
Bride's Robe,18th Century,Null,,,Null,Garment,"This bride's robe is exquisitely embroidered with various symbols of happiness in colorful silk threads. Butterflies stand for marital happiness; the phoenix, numerous offspring; and lotus flowers and white cranes, longevity. Yet, the bridal gown does not attest to the life of luxury. To the contrary, many traces of repairs, trimmings, and patchwork reflect women’s commitment to value aesthetics of frugality and modesty in the Joseon period. Substantial repairs and patching reveal that this gown served as an important communal resource to be shared and passed down through several generations. Its collar and sleeves are covered in thick white paper; this paper is replaced with new paper for each bride, while the robe itself was reused for decades.",
Pair of Boots,11th - 12th Century,Null,,,Null,Garment,"The fabric and tailoring of garments have always defined social status. For these boots, different outer fabrics were used: a patterned silk for the leg portion, and tapestry (kesi) for the foot. Since both were considered luxury fabrics, they were pieced together from remnants too precious to discard. Consequently, the silk pattern was not used in relation to the form of the boot. By contrast, these boots would have been made for a court official, not a member of the imperial family. The patterned silk was woven with geese flanking a vase of flowers on a stand and surrounded by cloud scrolls. The Chinese motif of flowers arranged in a vase was adopted by the Liao during the 11th century and indicates an 11th- or early 12th-century date for the boots.",
Pair of Boots,11th - 12th Century,Null,,,Null,Garment,"The fabric and tailoring of garments have always defined social status. For these boots, different outer fabrics were used: a patterned silk for the leg portion, and tapestry (kesi) for the foot. Since both were considered luxury fabrics, they were pieced together from remnants too precious to discard. Consequently, the silk pattern was not used in relation to the form of the boot, as seen in some other imperial boots. By contrast, these boots would have been made for a court official, not a member of the imperial family. The patterned silk was woven with geese flanking a vase of flowers on a stand and surrounded by cloud scrolls. The Chinese motif of flowers arranged in a vase was adopted by the Liao during the 11th century and indicates an 11th- or early 12th-century date for the boots.",
Pair of Boots,11th - 12th Century,Null,,,Null,Garment,"The fabric and tailoring of garments have always defined social status. For these boots, different outer fabrics were used: a patterned silk for the leg portion, and tapestry (kesi) for the foot. Since both were considered luxury fabrics, they were pieced together from remnants too precious to discard. Consequently, the silk pattern was not used in relation to the form of the boot, as seen in some other imperial boots. By contrast, these boots would have been made for a court official, not a member of the imperial family. The patterned silk was woven with geese flanking a vase of flowers on a stand and surrounded by cloud scrolls. The Chinese motif of flowers arranged in a vase was adopted by the Liao during the 11th century and indicates an 11th- or early 12th-century date for the boots.",
Prince's trousers and lining,8th Century,Null,,,Null,Garment,"This coat and pants are part of a set of garments that originally included an outer pair of pants and silk boots made from the same material as the coat. The cut of the coat suggests that the set belonged to a little boy. Such rich garments would have been worn by a member of the imperial family or nobility. The fabrics comprising this outfit were woven in widely distant parts of Asia. The silk of the coat, with ducks in pearl roundels, was woven in Sogdiana. The white silk of the pants, ornamented with flowers and birds, is Chinese. Both garments are lined with a Chinese silk woven with a radial floral pattern that was common during the 8th century. The coat and pants were made at a time when Tibetan power extended to parts of China, eastern Central Asia, and the trade routes to Sogdiana.",
Jasper intaglio: Harcoprates seated on a lotus flower,Date Unknown,Null,,,Null,Gems,,
Paperweight,20th Century,China,35.86166,104.195397,East Asia and Pacific,Glass,"small candy flowers, yellow swirl; center flower blue surrounded by 6 pink flowers, outer row alternating blue, delicate pink flowers on yellow lacy swirl inside of which is a black and white swirl",1350
Paperweight,20th Century,China,35.86166,104.195397,East Asia and Pacific,Glass,"small candy flowers with white loop lace background; center blue flower surrounded by seven irregular deep flue flowers, outer row of alternating deep pink flowers and small white flowers on shell like design; double background of white lacy loops",1350
Paperweight,20th Century,China,35.86166,104.195397,East Asia and Pacific,Glass,"small candy flowers, yellow swirl; center flower blue surrounded by 6 pink flowers, outer row alternating blue, delicate pink flowers on yellow lacy swirl inside of which is a black and white swirl",1350
Paperweight,20th Century,China,35.86166,104.195397,East Asia and Pacific,Glass,"small candy flowers with white loop lace background; center blue flower surrounded by seven irregular deep flue flowers, outer row of alternating deep pink flowers and small white flowers on shell like design; double background of white lacy loops",1350
Snuff bottle with man with bird and flowers,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Glass,clear glass with painted design on each side; man in blue kimono and orange pants with a white bird on one side; blue vase with white flower on other side; jade stopper; spoon lost,1350
Snuff bottle with man with bird and flowers,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Glass,clear glass with painted design on each side; man in blue kimono and orange pants with a white bird on one side; blue vase with white flower on other side; jade stopper; spoon lost,1350
Paperweight,19th Century,Czech Republic,49.817492,15.472962,Europe and Central Asia,Glass,bow knot with small flowers on sand background,17
Paperweight,19th Century,Czech Republic,49.817492,15.472962,Europe and Central Asia,Glass,bow knot with small flowers on sand background,17
Vase,19th Century,Czechoslovakia,49.817492,15.472962,Europe and Central Asia,Glass,vase in shape of giant Rhine wine glass; flowers embossed with gold and enameled; Bohemian/Czechoslovakian,17
Glass Fragment with Pressed Flower,Date Unknown,Egypt,26.820553,30.802498,Middle East and North Africa,Glass,,65
Paperweight,19th Century,England,53.4084,2.9916,Europe and Central Asia,Glass,"circles of tiny flowers on backgrounds of following colors form outside toward center - turquoise, blue, ruby red, green, pink, white - deep blue center with 6 petal flower",405
Paperweight,19th Century,England,53.4084,2.9916,Europe and Central Asia,Glass,"circles of tiny flowers on backgrounds of following colors form outside toward center - turquoise, blue, ruby red, green, pink, white - deep blue center with 6 petal flower",405
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,small faceting - center small white flowers surrounded by 12 or more green leaves and small blue flowers; all in spiral wreath of blue and white,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"star cut base faceted Baccarat butterfly consisting of a filigree amethyst bodied butterfly hovering over a white flower; butterfly wings of brilliant colored underlaid flattened set ups; in center of flower is found a typical Baccarat pale yellow, red centered, honeycomb set up; the same attached to green stem and with many leaves",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"medium size Clichy, white flower background, green and white broken candy and lace; center flower pink rose - 8 or 10 other flowers around",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,large white (primrose) flower edged with red leaves ribbed on stem with large green leaves,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"red fuchsia flower on apricot colored stem, 2 birds and 4 green leaves, swirl",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,faceted millefiori bouquet consisting of red and white filigree border around a green leaf; encased bouquet of three varying colored flowers and two set ups,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"center of 3 flowers, green leaves, amber bottom",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"clear glass, center flower pink and white surrounded by 5 circles of flowers; flower set ups spread apart",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"red overlay faceted, center flower of 9 small flowers; surrounded by 6 groups of flowers",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"millefiori - rows of various colored flowers; lace background; consists of an outer row of predominantly and alternating pink and blue set ups, inside of which appear five generously spaced predominantly canary colored large sided set ups; in the center of the weight appears a still larger circular shaped set up with pink center and green edge",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,faceted white flower with rose background encased by white lattice,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"faceted cut star base, red poinsetta in spray of green leaves and red bud, around it a wreath of small white star set ups with green centers alternating red and white flowers with crimped edges; in middle of red coil centered flower is found many minute white star set ups",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"candy stripe swirl in white, green and red; center flower delicate green with tiny flowers in center",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"a spray consisting of 5 leaves with lighter stripe and center flower consisting of 3 set ups (red, blue and yellow); bottom corrugated",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"bouquet; faceted center design small pink flower, white flowers and blue flowers and green leaves",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"faceted Clichy millefleurs design; consists of 5 unfinished circles of tiny set ups each in a different color--blue, green, purple, deep red and pink around a center flower made up of tiny set ups on a white lace background; a sea scroll weight containing five sea scrolls surrounding two rows of millefiori canes all around a small Clichy rose, set on upset muslin and facted with five windows and five verical flutes--Larry Selman 1984.",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"large pink flower, green leaves, tiny bud, faceted, lattice background; camomile blossom",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,vari-colored flowers scattered over whole top,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,faceted with star cut base containing old fashionde boquet; center flower deep blue surrounded by green leaves; also two set ups and 2 red petaled flowers,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,floral paper weight with white lattice-like background; pink round shaped petal flower on a pale green twig with two leaves; in between each petal appears a slender almost transparent green leaf; a millefiori set up appears in center of flower.,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,seven circles of candy flower,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"green background, center flower set ups surrounded by 8 pink and white set ups again surrounded by wreath of alternating large purple set ups; smaller two white set ups",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,Clichy white flower with purple surrounded by twirling wreath of green with pink roses,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,small weight containing 5 petaled white flower primrose with cupped leaves on stem with several green leaves as part of spray; flower has a background of cobalt blue,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"tiny white flowers with green leaves and stem; three set ups, one blue with white and red center, one white with blue and white center, one red with white star and blue center on five green leaves and stem",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"red and white Baccarat flower with many small green leaves, silver bubbles; deep red and white petal flower attached to stem with many small leaves; has silver bubbles at tip of several leaves and flower petals",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,small faceting - center small white flowers surrounded by 12 or more green leaves and small blue flowers; all in spiral wreath of blue and white,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"star cut base faceted Baccarat butterfly consisting of a filigree amethyst bodied butterfly hovering over a white flower; butterfly wings of brilliant colored underlaid flattened set ups; in center of flower is found a typical Baccarat pale yellow, red centered, honeycomb set up; the same attached to green stem and with many leaves",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"medium size Clichy, white flower background, green and white broken candy and lace; center flower pink rose - 8 or 10 other flowers around",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,large white (primrose) flower edged with red leaves ribbed on stem with large green leaves,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"red fuchsia flower on apricot colored stem, 2 birds and 4 green leaves, swirl",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,faceted millefiori bouquet consisting of red and white filigree border around a green leaf; encased bouquet of three varying colored flowers and two set ups,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"center of 3 flowers, green leaves, amber bottom",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"clear glass, center flower pink and white surrounded by 5 circles of flowers; flower set ups spread apart",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"red overlay faceted, center flower of 9 small flowers; surrounded by 6 groups of flowers",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"millefiori - rows of various colored flowers; lace background; consists of an outer row of predominantly and alternating pink and blue set ups, inside of which appear five generously spaced predominantly canary colored large sided set ups; in the center of the weight appears a still larger circular shaped set up with pink center and green edge",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,faceted white flower with rose background encased by white lattice,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"faceted cut star base, red poinsetta in spray of green leaves and red bud, around it a wreath of small white star set ups with green centers alternating red and white flowers with crimped edges; in middle of red coil centered flower is found many minute white star set ups",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"candy stripe swirl in white, green and red; center flower delicate green with tiny flowers in center",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"a spray consisting of 5 leaves with lighter stripe and center flower consisting of 3 set ups (red, blue and yellow); bottom corrugated",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"bouquet; faceted center design small pink flower, white flowers and blue flowers and green leaves",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"faceted Clichy millefleurs design; consists of 5 unfinished circles of tiny set ups each in a different color--blue, green, purple, deep red and pink around a center flower made up of tiny set ups on a white lace background; a sea scroll weight containing five sea scrolls surrounding two rows of millefiori canes all around a small Clichy rose, set on upset muslin and facted with five windows and five verical flutes--Larry Selman 1984.",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"large pink flower, green leaves, tiny bud, faceted, lattice background; camomile blossom",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,vari-colored flowers scattered over whole top,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,faceted with star cut base containing old fashionde boquet; center flower deep blue surrounded by green leaves; also two set ups and 2 red petaled flowers,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,floral paper weight with white lattice-like background; pink round shaped petal flower on a pale green twig with two leaves; in between each petal appears a slender almost transparent green leaf; a millefiori set up appears in center of flower.,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,seven circles of candy flower,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"green background, center flower set ups surrounded by 8 pink and white set ups again surrounded by wreath of alternating large purple set ups; smaller two white set ups",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,Clichy white flower with purple surrounded by twirling wreath of green with pink roses,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,small weight containing 5 petaled white flower primrose with cupped leaves on stem with several green leaves as part of spray; flower has a background of cobalt blue,744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"tiny white flowers with green leaves and stem; three set ups, one blue with white and red center, one white with blue and white center, one red with white star and blue center on five green leaves and stem",744
Paperweight,19th Century,France,46.227638,2.213749,Europe and Central Asia,Glass,"red and white Baccarat flower with many small green leaves, silver bubbles; deep red and white petal flower attached to stem with many small leaves; has silver bubbles at tip of several leaves and flower petals",744
Champagne glass,20th Century,Germany,51.165691,10.451526,Europe and Central Asia,Glass,long stem glass in flower-form shape: acid cut-back technique,83
Lidded vase with Minnesota state seal,20th Century,Indonesia,-0.789275,113.921327,East Asia and Pacific,Glass,vase and cover with Minnesota State Seal and engraved flower; Waterford Crystal,9
Bottle with Gilded Flowers,Date Unknown,Italy,26.142,81.7948,Europe and Central Asia,Glass,,97
Hookah Base,18th Century,Null,,,Null,Glass,"Smoking tobacco was introduced to the Mughal court from Iran in the very early 1600s and soon became popular. This base formed part of a hookah, or water pipe, which consisted of a base that held water—sometimes perfumed with herbs or fresh fruit—a detachable bowl to hold tobacco, and a long tube. Early hookahs used existing vessels for bases, including coconut shells. By the late 1600s or early 1700s, richly decorated pieces like this were produced. The jewel-like decoration of blue and green blossoms evokes a garden in which a smoker might have sat.",
Millefiori Bowl,1st Century,Null,,,Null,Glass,"Mosaic glass, also called millefiori, was cast in a two-part mold. Fused glass rods of different colors were bundled together into patterns, then sliced into disk-shaped cross sections. These were placed within the mold and heated until fused. After cooling, the vessel’s surface was fire- or wheel-polished.",
Millefiori Bowl,1st Century,Null,,,Null,Glass,"Mosaic glass, also called millefiori, was cast in a two-part mold. Fused glass rods of different colors were bundled together into patterns, then sliced into disk-shaped cross sections. These were placed within the mold and heated until fused. After cooling, the vessel’s surface was fire- or wheel-polished.",
"Hurricane shade, one of a pair",19th Century,Null,,,Null,Glass,"hurricane shades, pair of; tall baluster-shaped, with folded flaring foot; frosted band around center, cut to the clear in a design of conventional grapevine, flowers and foliage; above and below this band is a band of engraved ellipses, in quatrefoil arrangement",
"Hurricane shade, one of a pair",19th Century,Null,,,Null,Glass,"hurricane shades, pair of; tall baluster-shaped, with folded flaring foot; frosted band around center, cut to the clear in a design of conventional grapevine, flowers and foliage; above and below this band is a band of engraved ellipses, in quatrefoil arrangement",
Tumbler,20th Century,Null,,,Null,Glass,"clear glass tumbler with straight sides; decorated with two turkeys, flowers and rose bush",
Meadow Flowers Vase,Date Unknown,Null,,,Null,Glass,,
Pasiphaë Adorning the Bull with Flowers,Date Unknown,Null,,,Null,Glass,,
Heraldic Roundel with Arms of the Canton of Zürich,16th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"The large shield at center incorporating the double eagle (insignia of the Holy Roman Empire) is surrounded by thirty small shields-those of the wards of the city of Zurich. In the late 1400s, it was customary for neighboring Swiss towns and cantons to exchange panels of stained glass to promote closer political relationships.",52
Cup,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"cup, white glass painted in enamel with sprays of flowers",52
"Cup, one of a pair",18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"pair of cups, white glass painted in enamel with sprays of flowers",52
"Cup, one of a pair",18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"pair of cups, white glass painted in enamel with sprays of flowers",52
Saucer,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"saucer, white glass painted in enamel with three small flowering branches and small red flower in center",52
"Saucer, one of a pair",18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"pair of saucers, white glass painted in enamel with central cartouche of buildings and wide border of flowers",52
Cup,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"cup and saucer, white glass painted in enamel with flowers and leaves connected by a vine",52
Small Beaker,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"small beaker, clear glass painted in enamel with two sprays of flowers, a bluebird on a branch",52
Small Beaker,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"small beaker, clear glass painted in enamel with a white bird, a heart and sprays of flowers enclosed by white band; Holiday Traditions, Providence Room.",52
Small Beaker,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"small beaker, clear glass painted in enamel with a flower and leaves with two sets of initials (ME and HE)",52
Small Beaker,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"small beaker, clear glass painted in enamel with a crown in yellow flanked on each side by a large flower; dated on back",52
Saucer,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"saucer, white glass painted in enamel, central cartouche of male figure and tall grasses, wide border of flowers and leaves",52
Small Beaker,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"small beaker, purple glass painted in enamel with two sprays of flowers, a heart and inscribed with initial [R]",52
"Saucer, one of a pair",18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"pair of saucers, white glass painted in enamel with central cartouche of buildings and wide border of flowers",52
Saucer,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"cup and saucer, white glass painted in enamel with flowers and leaves connected by a vine",52
Saucer,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,white glass painted in enamel; central cartouche of bird on tree stump and wide border of flowers,52
Square Bottle,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"square bottle with flared rim, dark blue glass painted in enamel with yellow flower on each side and red and white arch above flowers",52
Small Square Bottle,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"small square bottle with flared rim, white glass painted in enamel with yellow flower on each side",52
Small Beaker,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"small beaker, clear glass painted in enamel with wide band of flowers and leaves enclosed by narrow bands of white; Holiday Traditions, Providence Room",52
Octagonal Bottle,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"octagonal bottle, milk glass painted in enamel with sprays of red, blue and yellow flowers, short applied neck",52
Bottle,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"clear glass painted in enameled with figure of a woman and spraysof flowers, inscribed, concave base, screw top",52
Bottle,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"long neck with applied band, clear glass painted in enamel with a leaping deer and flowers and inscribed on back, concave base",52
Pitcher,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"pitcher, milk glass painted in enamel with a rabbit, a lamb and sprays of flowers; Holiday Traditions, Providence Room",52
Octagonal Bottle,18th Century,Switzerland,46.818188,8.227512,Europe and Central Asia,Glass,"octagonal bottle, bright blue glass painted in enamel with one large yellow flower and white leaves, short applied neck and rim, inscribed",52
Pitcher,19th Century,United States,37.09024,-95.712891,North America,Glass,"elaborately engraved, tapering straight side pitched with applied hollow ribbed extruded handle; almost covered with engraved flowers, leaves and lettering; possibly sandwich.",1029
Covered vegetable dish,19th Century,United States,37.09024,-95.712891,North America,Glass,"Dish has scalloped, undulating rim; pressed design of scrolls and flowers with grapevine at rim; domed lid with d-shaped foliate handle; lid decorated with scrolls, flowers and foliage; clear glass",1029
Set of 20 Prisms,19th Century,United States,37.09024,-95.712891,North America,Glass,Hanging clear glass pendants with square top section with 2 stars; bottom section with pairs of stars and flowers alternating,1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"small faceted weight; delicate latticework background; six center set ups, forming one large flower of red; six yellow set ups with tiny centers; patterned millefiori on a lattchino ground, faceted overall",1029
Paperweight,19th - 20th Century,United States,37.09024,-95.712891,North America,Glass,"large 4-petaled flower, vari-colored, mostly yellow, silver bubble center",1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"Sandwich floral consisting of a pink petal poinsettia on green twig with two leaves, a millefiori set up appears in center of flower",1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,latticino background; red poinsettia and white poinsettia surrounded by green leaves and red rosebud and purple flower and fruit,1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"In God We Trust' loose design of pink, white and blue flowers",1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"paperweight, glass, lattice background, cluster of white and purple flowers, blue and white small flowers, outside another row of pink set-ups",1029
Paperweight,20th Century,United States,37.09024,-95.712891,North America,Glass,five outer and one center morning glory of broken candy; flowers come into one piece at top and into background of mottled pink; broken candy interspersed with sparkling gold-like substance,1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"center flower, 3 pink and purple petals, 2 green leaves, on double swirl background",1029
Flower Bowl,19th - 20th Century,United States,37.09024,-95.712891,North America,Glass,"flower bowl, favrile glass; iridescent with design of water-lily leaves on inside of bowl",1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"small faceted weight; delicate latticework background; six center set ups, forming one large flower of red; six yellow set ups with tiny centers; patterned millefiori on a lattchino ground, faceted overall",1029
Paperweight,19th - 20th Century,United States,37.09024,-95.712891,North America,Glass,"large 4-petaled flower, vari-colored, mostly yellow, silver bubble center",1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"Sandwich floral consisting of a pink petal poinsettia on green twig with two leaves, a millefiori set up appears in center of flower",1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,latticino background; red poinsettia and white poinsettia surrounded by green leaves and red rosebud and purple flower and fruit,1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"In God We Trust' loose design of pink, white and blue flowers",1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"paperweight, glass, lattice background, cluster of white and purple flowers, blue and white small flowers, outside another row of pink set-ups",1029
Paperweight,20th Century,United States,37.09024,-95.712891,North America,Glass,five outer and one center morning glory of broken candy; flowers come into one piece at top and into background of mottled pink; broken candy interspersed with sparkling gold-like substance,1029
Paperweight,19th Century,United States,37.09024,-95.712891,North America,Glass,"center flower, 3 pink and purple petals, 2 green leaves, on double swirl background",1029
Flower Bowl,19th - 20th Century,United States,37.09024,-95.712891,North America,Glass,"flower bowl, favrile glass; iridescent with design of water-lily leaves on inside of bowl",1029
"Wildflower Window, Purcell-Cutts House",20th Century,United States,37.09024,-95.712891,North America,Glass,writing nook window panel,1029
"Celery vase, one of a pair",19th Century,United States,37.09024,-95.712891,North America,Glass,"outward-flaring footed clear vase on a square base; cut glass designs of celeries, flowers and swags, urns and a pair of birds on a column; engraved ""WMW""",1029
"Celery vase, one of a pair",19th Century,United States,37.09024,-95.712891,North America,Glass,"outward-flaring footed clear vase on a square base; cut glass designs of flowers and swags, urns and a pair of birds on a column; engraved ""WMW""",1029
Gold flower,32nd - 12th Century BCE,Greece,39.074208,21.824312,Europe and Central Asia,Gold and Silver,,20
Gold beads with lotus flowers and circular bosses,5th - 4th Century BCE,Greece,39.074208,21.824312,Europe and Central Asia,Gold and Silver,,20
Gold earring with carnelian lotos flower pendant,Date Unknown,Null,,,Null,Gold and Silver,,
Gold earring with lotos flower pendant,Date Unknown,Null,,,Null,Gold and Silver,,
Gold earring with carnelian lotos flower pendant,Date Unknown,Null,,,Null,Gold and Silver,,
Pendant in the form of a flower,Date Unknown,Null,,,Null,Gold and Silver,,
Necklace flowers,Date Unknown,Null,,,Null,Gold and Silver,,
Necklace flowers,Date Unknown,Null,,,Null,Gold and Silver,,
Necklace flowers,Date Unknown,Null,,,Null,Gold and Silver,,
"Bead pendant, with lotus flowers",Date Unknown,Null,,,Null,Gold and Silver,,
"Bead pendant, with lotus flowers",Date Unknown,Null,,,Null,Gold and Silver,,
"Bead pendant, with lotus flowers",Date Unknown,Null,,,Null,Gold and Silver,,
"Bead pendant, with lotus flowers",Date Unknown,Null,,,Null,Gold and Silver,,
"Bead pendant, with lotus flowers",Date Unknown,Null,,,Null,Gold and Silver,,
"Ornament, flower-shaped mount for stone base",Date Unknown,Null,,,Null,Gold and Silver,,
"Ornament, flower-shaped mount for stone base",Date Unknown,Null,,,Null,Gold and Silver,,
"Ornament, flower-shaped mount for stone base",Date Unknown,Null,,,Null,Gold and Silver,,
"Ornament, flower-shaped mount for stone base",Date Unknown,Null,,,Null,Gold and Silver,,
"Ornament, flower-shaped mount for stone bead",Date Unknown,Null,,,Null,Gold and Silver,,
"Ornament, flower-shaped mount for stone bead",Date Unknown,Null,,,Null,Gold and Silver,,
Brush holder with flowers and poems,19th Century,China,35.86166,104.195397,East Asia and Pacific,Gourd,,1350
Flower holder in the shape of a peach tree,17th - 20th Century,China,35.86166,104.195397,East Asia and Pacific,Hardstone,,1350
